,name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id,google_name,google_rating,google_nbrating,google_address,google_type,google_lat,google_lon,distance,cluster_labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,marker_color
424,Hotel George Washington,4bab197af964a52007953ae3,48.87419624092335,2.304575215032081,75008,Paris,"['43 rue Washington', '75008 Paris', 'France']",Hotel,75008,8,10,ChIJbQMoG8Fv5kcRBnY4Vvbszz0,Hotel George Washington Paris,3.8,103.0,"43 Rue Washington, 75008 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.874207,2.3045009999999997,0.005574039576876202,1,Hotel,Salad Place,French Restaurant,Sporting Goods Shop,Asian Restaurant,Park,Gym / Fitness Center,Halal Restaurant,Café,Middle Eastern Restaurant,blue
425,Hôtel Doisy Étoile,4ba12058f964a5205d9a37e3,48.879047983603094,2.2920460518853223,France,Paris,"['55 avenue des Ternes', 'France Paris', 'France']",Hotel,75017,17,19,ChIJ6fxL6ZJv5kcRF6j8P-njwVw,Hôtel Doisy,4.3,144.0,"55 Avenue des Ternes, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8789799,2.2920230999999998,0.007756304039605913,0,French Restaurant,Hotel,Brasserie,Asian Restaurant,Creperie,Pizza Place,Sandwich Place,Savoyard Restaurant,Electronics Store,Seafood Restaurant,red
426,Westside Arc de Triomphe,4b12aeacf964a520378c23e3,48.881180392265044,2.2948456157660053,75017,Paris,"['36 rue Pierre Demours', '75017 Paris', 'France']",Hotel,75017,17,14,ChIJuz8N65Nv5kcRTI9mFPVT5dA,Hôtel Westside Arc de Triomphe,3.9,234.0,"36 Rue Pierre Demours, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8812733,2.2947509999999998,0.012446270036861003,0,French Restaurant,Italian Restaurant,Seafood Restaurant,Burger Joint,Market,Breakfast Spot,Bakery,Breton Restaurant,Fabric Shop,Farmers Market,red
427,Hôtel Élysée Etoile,4adcda02f964a520923121e3,48.876635,2.296353,75017,Paris,"[""5 rue de l'Étoile"", '75017 Paris', 'France']",Hotel,75017,17,3,ChIJl5hARetv5kcRUP8H-Uu-LRg,Hotel Elysee Etoile - Paris,3.8,100.0,"5 Rue de l'Étoile, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8766204,2.2962685,0.006407398659574181,1,Hotel,French Restaurant,Italian Restaurant,Japanese Restaurant,Thai Restaurant,Bistro,Steakhouse,Furniture / Home Store,Sporting Goods Shop,Creperie,blue
428,Hotel Elysees Flaubert,4da930f1f7b145b36ff1c52e,48.88150225767024,2.298116455883477,75017,Paris,"['19 Rue Rennequin', '75017 Paris', 'France']",Hotel,75017,17,17,ChIJaZ8vMZRv5kcR_2jdeKkSWuQ,Hotel Elysees Flaubert Paris,4.1,223.0,"19 Rue Rennequin, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.88149790000001,2.2981865000000004,0.005160206854012963,1,French Restaurant,Italian Restaurant,Hotel,Mediterranean Restaurant,Breakfast Spot,Cultural Center,Flea Market,Cosmetics Shop,Fabric Shop,Falafel Restaurant,blue
430,Hôtel Émeraude Plaza Étoile,4e3e975dd22d102e85509843,48.87602508997882,2.2964409481440446,75017,Paris,"['21 avenue de Wagram (Rue Brey)', '75017 Paris', 'France']",Hotel,75017,17,8,ChIJu-kYautv5kcRkQe9ga-vMu4,Hôtel Plaza Etoile,4.1,184.0,"21 Avenue de Wagram, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.876062299999994,2.296438,0.004143674293125125,1,Hotel,French Restaurant,Italian Restaurant,Japanese Restaurant,Bistro,Thai Restaurant,Bagel Shop,Coffee Shop,Cocktail Bar,Fast Food Restaurant,blue
431,Hôtel Tivoli Étoile,4b6eff08f964a52090d52ce3,48.87620074753821,2.2959518282070803,75017,Paris,"['7 rue Brey', '75017 Paris', 'France']",Hotel,75017,17,11,ChIJFXyzXetv5kcRBwv4f0q76ow,Hotel Tivoli Etoile,4.1,106.0,"7 Rue Brey, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.876200299999994,2.2959236,0.0020712209134640994,1,Hotel,Italian Restaurant,French Restaurant,Japanese Restaurant,Bistro,Thai Restaurant,Bagel Shop,Coffee Shop,Cocktail Bar,Fast Food Restaurant,blue
432,Hôtel Novotel Paris 17,4bc497d0b492d13ad93aaa60,48.8921547643853,2.3020176146720406,75017,Paris,"['34 avenue de la Porte d’Asnières', '75017 Paris', 'France']",Hotel,75017,17,55,ChIJF-CYr5hv5kcRX_es9R3xxIw,Hôtel Novotel Paris 17,4.1,840.0,"34 Avenue de la Porte d'Asnières, 75017 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.89205,2.302291,0.023186838964250948,1,Soccer Stadium,Café,Park,Hotel,Women's Store,Ethiopian Restaurant,Exhibit,Fabric Shop,Falafel Restaurant,Farmers Market,blue
435,Hotel Ampère,4adcd9fff964a520903021e3,48.88469526313312,2.2995967201959258,75017,Paris,"['102 avenue de Villiers', '75017 Paris', 'France']",Hotel,75017,17,50,ChIJeZBQrZdv5kcRknWxD0CuHbY,"Hôtel Ampère Paris (Hôtel 75017, Hôtel Quartier Pereire, Hôtel Quartier Monceau)",4.4,422.0,"102 Avenue de Villiers, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8848537,2.2997014,0.01921932644652935,0,Hotel,Japanese Restaurant,Italian Restaurant,Bistro,Café,Plaza,Sushi Restaurant,Train Station,Cocktail Bar,Bakery,red
436,Hôtel de Banville,4bd72e4c304fce72262f33ab,48.886455793710134,2.294923514127732,75017,Paris,"['166 boulevard Berthier', '75017 Paris', 'France']",Hotel,75017,17,22,ChIJs0wgvpBv5kcRyVldRgOY4QU,Hotel de Banville,4.4,192.0,"166 Boulevard Berthier, 75017 Paris, France","['bar', 'lodging', 'point_of_interest', 'establishment']",48.886464000000004,2.2949439999999997,0.0017578463251389234,1,Hotel,French Restaurant,Italian Restaurant,Metro Station,Thai Restaurant,Argentinian Restaurant,Fast Food Restaurant,Food Service,Ethiopian Restaurant,Exhibit,blue
439,Best Western Hôtel de Neuville,4c530002bfc6ef3b1814539c,48.88689619206325,2.300460934638977,75017,Paris,"['3 rue Verniquet', '75017 Paris', 'France']",Hotel,75017,17,13,ChIJDRm1jJdv5kcRfxJyo9eqKaQ,Best Western Plus de Neuville Arc de Triomphe,4.2,191.0,"3 Rue Verniquet, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8868925,2.3004721000000004,0.0009160107310022209,1,French Restaurant,Moroccan Restaurant,Hotel,Pizza Place,Fish Market,Ethiopian Restaurant,Exhibit,Fabric Shop,Falafel Restaurant,Farmers Market,blue
440,Hotel Champerret Elysées,4cb6a12e589f236a9818393d,48.88530057104642,2.293909115173385,75017,Paris,"['129 avenue de Villiers', '75017 Paris', 'France']",Hotel,75017,17,6,ChIJrUF8_JBv5kcRwyxm-qOsmzk,Hotel Champerret Elysees Site officiel,4.0,184.0,"129 Avenue de Villiers, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.88521799999999,2.2939622,0.009973760697513118,1,Hotel,French Restaurant,Fast Food Restaurant,Italian Restaurant,Metro Station,Pizza Place,Argentinian Restaurant,Bistro,Thai Restaurant,Fondue Restaurant,blue
443,Hôtel Courcelles Étoile,4c31e13316adc9282531c19c,48.884434034134884,2.2980093955993652,75017,Paris,"['184 rue de Courcelles', '75017 Paris', 'France']",Hotel,75017,17,2,ChIJ1c3F5pZv5kcR5KR4J3-8QuA,Courcelles Etoile,3.9,161.0,"184 Rue de Courcelles, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8844259,2.2979998999999998,0.0011416017925350967,0,Hotel,French Restaurant,Italian Restaurant,Plaza,Bistro,Café,Restaurant,Asian Restaurant,Japanese Restaurant,Train Station,red
445,Hôtel Magellan,4bc8d233762beee1068f3d38,48.88353620573915,2.2923900438500464,75017,Paris,"['17-19 rue Jean-Baptiste Dumas', '75017 Paris', 'France']",Hotel,75017,17,23,ChIJh3mqkJFv5kcR5nhny7sBbJU,Hôtel Magellan,4.4,219.0,"17 Rue Jean-Baptiste Dumas, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8834042,2.2924642000000004,0.01565514421000722,1,French Restaurant,Hotel,Bistro,Park,Pizza Place,Bakery,Cycle Studio,Costume Shop,Fabric Shop,Creperie,blue
446,Hotel Residence Villiers Paris,4bc8e336762beee160a63d38,48.883673028369465,2.305287488176135,,Paris,"['68 Avenue de Villiers', 'Paris', 'France']",Hotel,75017,17,2,ChIJgbpKRLxv5kcRPlSi85g3MdQ,Hôtel Résidence Villiers,3.2,70.0,"68 Avenue de Villiers, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8838794,2.305447,0.02575985181016622,0,French Restaurant,Yoga Studio,Art Museum,Hotel,Food & Drink Shop,Pastry Shop,Sandwich Place,Bistro,Bakery,Italian Restaurant,red
447,Best Western Mercedes Arc de Triomphe,4cdd9c4070bba1cd7b005bc4,48.884864305674704,2.3035331162827792,75017,Paris,"['128 avenue de Wagram', '75017 Paris', 'France']",Hotel,75017,17,9,ChIJy9q7dL1v5kcRGVdq-KwIO5g,Best Western Mercedes,3.8,209.0,"128 Avenue de Wagram, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.884885600000004,2.3034812000000002,0.0044838957067234834,1,French Restaurant,Hotel,Portuguese Restaurant,Pastry Shop,Bistro,Japanese Restaurant,Ice Cream Shop,Farmers Market,Empanada Restaurant,English Restaurant,blue
459,Hôtel Champerret Heliopolis,4d82547bebb4236a952c5158,48.885173332223815,2.2936594376375536,75017,Paris,"[""13 rue d'Héliopolis"", '75017 Paris', 'France']",Hotel,75017,17,5,ChIJVb7Y_ZBv5kcRN_df8bR4GgI,Hotel Champerret Heliopolis,4.5,182.0,"13 Rue d'Héliopolis, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.885113,2.293672,0.006772358260437826,1,Hotel,French Restaurant,Fast Food Restaurant,Argentinian Restaurant,Bar,Sandwich Place,Metro Station,Bistro,Pizza Place,Thai Restaurant,blue
461,Hôtel Le Villiers,4adcda02f964a5207c3121e3,48.88543069732358,2.293469526920959,75017,Paris,"['133 avenue de Villiers', '75017 Paris', 'France']",Hotel,75017,17,5,ChIJDw8RVpBv5kcR2HDSPnLA5us,Le Villiers,2.4,146.0,"133 Avenue de Villiers, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8852586,2.293384,0.02014018804784329,1,Hotel,French Restaurant,Fast Food Restaurant,Argentinian Restaurant,Bar,Sandwich Place,Metro Station,Bistro,Pizza Place,Thai Restaurant,blue
464,Hôtel de Prony,4adcda01f964a520473121e3,48.88479162219264,2.2986040987427683,75017,Paris,"['103 bis Avenue de Villiers', '75017 Paris', 'France']",Hotel,75017,17,3,ChIJb-jHQApv5kcRAIHIVbI-OXw,Hôtel Avama Prony,3.5,116.0,"103 b Avenue de Villiers, 75017 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.884656899999996,2.2984207000000003,0.02013408469918203,0,French Restaurant,Italian Restaurant,Hotel,Japanese Restaurant,Asian Restaurant,Bistro,Plaza,Café,Supermarket,Sushi Restaurant,red
472,HôtelF1 Paris Porte de Châtillon,4ba7ead4f964a52084be39e3,48.82258816265601,2.3164591727620567,75015,Paris,"['23 avenue de la Porte de Châtillon', '75015 Paris', 'France']",Hotel,75015,15,12,ChIJDRb8plNw5kcRCCKAqsBJTz4,hotelF1 Paris Porte de Châtillon,3.4,1850.0,"23 Avenue de la Porte de Châtillon, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8227725,2.3165491,0.02153680988947982,0,Italian Restaurant,Martial Arts Dojo,Skate Park,Chinese Restaurant,Empanada Restaurant,Ethiopian Restaurant,Exhibit,Fabric Shop,Falafel Restaurant,Farmers Market,red
474,Mercure Paris Alésia,567854c8498eac6e55e60736,48.82378015380511,2.324069738388061,75014,Paris,"['185 boulevard Brune', '75014 Paris', 'France']",Hotel,75014,14,11,ChIJQ12rM6xx5kcR7Syio4Fadt8,Hôtel Mercure Paris Alesia,4.2,328.0,"185 Boulevard Brune, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8237487,2.324056,0.003640429209899222,1,Hotel,French Restaurant,Italian Restaurant,Restaurant,Bike Rental / Bike Share,Szechuan Restaurant,Sandwich Place,Supermarket,Bus Stop,Fast Food Restaurant,blue
495,Ibis Alésia - Montparnasse,4c05635e191f20a17f05e314,48.82738564126457,2.3210367529078892,75014,Paris,"['49 rue des Plantes', '75014 Paris', 'France']",Hotel,75014,14,30,ChIJ8_8dvrJx5kcRR-RFGDtIrfQ,Hotel Ibis Paris Alésia Montparnasse 14ème,3.5,1259.0,"49 Rue des Plantes, 75014 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.827423100000004,2.3210307999999995,0.004188519175505353,1,French Restaurant,Moroccan Restaurant,Garden,Hotel,Fish Market,Ethiopian Restaurant,Exhibit,Fabric Shop,Falafel Restaurant,Farmers Market,blue
496,Hôtel Montparnasse-Alésia,4bf2bb7ba32e20a1e289d557,48.83005704217327,2.320364712170576,75014,Paris,"['147 ter rue Alésia', '75014 Paris', 'France']",Hotel,75014,14,9,ChIJ5SL-NrNx5kcR__OH4-SEI0c,Hôtel Montparnasse Alésia,4.0,340.0,"147ter Rue d'Alésia, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83004899999999,2.3202574,0.007929500835129725,0,French Restaurant,Bakery,Fried Chicken Joint,Café,Food & Drink Shop,Hotel,Supermarket,Cosmetics Shop,Fish Market,Exhibit,red
497,BOB Hôtel,58d93eccd8b0ed65a0e4ca06,48.8335136066269,2.319115604169688,75014,Paris,"['30 rue Pernety', '75014 Paris', 'France']",Hotel,75014,14,12,ChIJoc-8JEtw5kcRuI5hDwzqpRE,Bob Hotel by Elegancia,4.4,249.0,"30 Rue Pernety, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83351099999999,2.3190832,0.0023965592617477684,1,Hotel,French Restaurant,Bar,Japanese Restaurant,Bakery,Indie Movie Theater,Music Venue,Restaurant,Café,Sushi Restaurant,blue
498,Fred Hotel,4e6e2f8714955284ba940095,48.83217988218875,2.316396533112957,75014,Paris,"['11 avenue Villemain', '75014 Paris', 'France']",Hotel,75014,14,20,ChIJnVImkEtw5kcRTtIdG6rcqOQ,Fred Hôtel,4.2,225.0,"11 Avenue Villemain, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83224140000001,2.3164222999999997,0.007097915016691978,1,Hotel,Bistro,Japanese Restaurant,Restaurant,Music Venue,Beer Store,Grocery Store,Bar,Korean Restaurant,Pizza Place,blue
499,Hotel Chatillon Montparnasse,533cdb42498e08c3e0d8522f,48.82570042014408,2.3231405816146644,,Paris,"['11 square de Chatillon', 'Paris', 'France']",Hotel,75014,14,7,ChIJl2u7ka1x5kcR7_ME9tNdW-0,Hotel Chatillon Montparnasse Paris,4.0,233.0,"11 Square de Châtillon, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8257164,2.3232332,0.00702901421776066,1,Hotel,French Restaurant,Italian Restaurant,Bookstore,Szechuan Restaurant,Fish Market,Ethiopian Restaurant,Exhibit,Fabric Shop,Falafel Restaurant,blue
502,La Maison Montparnasse,4c930804418ea1cd2141aa85,48.8324919452662,2.3168824794167104,75014,Paris,"['53 Rue de Gergovie', '75014 Paris', 'France']",Hotel,75014,14,5,ChIJr5FbmUtw5kcR-QQX2K46kZY,Hôtel la Maison Montparnasse,4.1,130.0,"53 Rue de Gergovie, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.832578000000005,2.316919,0.009938354871191424,1,Hotel,Korean Restaurant,French Restaurant,Café,Bistro,Japanese Restaurant,Music Venue,Farmers Market,Gas Station,Supermarket,blue
504,Hotel 55 Montparnasse,4c81bfe5e602b1f72753967a,48.833566204027065,2.3176577022895577,75014,Paris,"['55 rue de Plaisance', '75014 Paris', 'France']",Hotel,75014,14,12,ChIJnTgMBktw5kcRK60AJ54AdY0,Le 55 Montparnasse Hôtel,3.9,305.0,"55 Rue de Plaisance, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83356149999999,2.3177182999999997,0.004479448694793414,1,Hotel,French Restaurant,Beer Store,Japanese Restaurant,Bakery,Sushi Restaurant,Korean Restaurant,Café,Restaurant,Pizza Place,blue
505,Enjoy Hostel,579fe5a9498e2fb0d04885ff,48.83188398204176,2.3247185178209784,75014,Paris,"['5 rue des Plantes', '75014 Paris', 'France']",Hostel,75014,14,9,ChIJk_VTCbRx5kcR24NCdBpYoQA,Enjoy Hostel,3.5,501.0,"5 Rue des Plantes, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8318636,2.324709700000001,0.0023572549565025443,0,French Restaurant,Tea Room,Brasserie,Fish Market,Ethiopian Restaurant,Exhibit,Fabric Shop,Falafel Restaurant,Farmers Market,Fast Food Restaurant,red
507,Hôtel Atelier Montparnasse  ,4e8042027ee6025176a045c6,48.83337198943821,2.316948094679492,75014,Paris,"['84 rue Raymond Losserand', '75014 Paris', 'France']",Hotel,75014,14,20,ChIJ15PKpUtw5kcRZ1cFn0I1jLc,Hôtel Atelier Montparnasse,3.8,172.0,"84 Rue Raymond Losserand, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.833381599999996,2.3168336,0.008473363464391403,1,Hotel,French Restaurant,Beer Store,Korean Restaurant,Japanese Restaurant,Restaurant,Music Venue,Bistro,Supermarket,Sushi Restaurant,blue
508,Citadines Didot Montparnasse,4bcf450a0ffdce722155b2c0,48.82789174200405,2.3152960848297863,75014,Paris,"['94 rue Didot', '75014 Paris', 'France']",Hotel,75014,14,11,ChIJa58_6k1w5kcRbeDzfXFTZYc,Citadines Didot Montparnasse Paris (Apart hotel Paris),3.7,270.0,"94 Rue Didot, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8280162,2.3152697,0.013975448578250376,1,French Restaurant,Pharmacy,Vietnamese Restaurant,Falafel Restaurant,Hotel,Modern European Restaurant,Fish Market,Ethiopian Restaurant,Exhibit,Fabric Shop,blue
510,Hotel de la Loire,4c76b7a6f247370452cf63eb,48.83030475,2.3220652333333334,75014,Paris,"['39 bis rue du Moulin Vert', '75014 Paris', 'France']",Hotel,75014,14,1,ChIJCxOfDLNx5kcRFQh3ZfaD9Ew,Hôtel de la Loire,3.6,51.0,"39 Bis Rue du Moulin Vert, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.830201200000005,2.3221634,0.013584985137331597,1,French Restaurant,Hotel,Supermarket,Food & Drink Shop,Bike Rental / Bike Share,Shoe Store,Bakery,Cycle Studio,Flea Market,Fabric Shop,blue
513,Hôtel Moulin Vert,4adcda03f964a520aa3121e3,48.831401030290785,2.3198954262177405,75014,Paris,"['74 Rue du Moulin Vert', '75014 Paris', 'France']",Hotel,75014,14,2,ChIJcQNBqkxw5kcR7tSvSJWc15s,Hôtel Moulin Vert,3.2,155.0,"74 Rue du Moulin Vert, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.831461499999996,2.3198125,0.009071277788558126,1,Hotel,French Restaurant,Bakery,Bar,Food & Drink Shop,Fast Food Restaurant,English Restaurant,Ethiopian Restaurant,Exhibit,Fabric Shop,blue
515,Le Clos d'Alésia,4ebb77f8f5b9f8d19b28f2cc,48.8259735238609,2.3246134444676447,75014,Paris,"['8 rue Friant', '75014 Paris', 'France']",Hotel,75014,14,0,ChIJdUdU961x5kcR_nSs8UGbKg4,Hotel Le Clos d'Alésia,3.2,129.0,"8 Rue Friant, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.82612069999999,2.324409999999999,0.022159085630430137,1,French Restaurant,Hotel,Sushi Restaurant,Gym,Gym / Fitness Center,Bookstore,Szechuan Restaurant,Fish & Chips Shop,Ethiopian Restaurant,Exhibit,blue
521,Paranjib,4c7348304bc4236aeab5cd7a,48.831932,2.316741,,,['France'],Hostel,75014,14,2,ChIJAf7Xhktw5kcRCIpUD2-PgDA,Paranjib Guesthouse,4.0,73.0,"23 Avenue Villemain, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8317746,2.3167831000000003,0.017774703995024815,1,Hotel,Bistro,Pizza Place,Korean Restaurant,Restaurant,Vegetarian / Vegan Restaurant,Japanese Restaurant,Bakery,Bar,Grocery Store,blue
527,Le Fabe Hôtel,4af71e92f964a520170622e3,48.83368374504786,2.3150853459621343,75014,Paris,"[""113 bis rue de l'Ouest"", '75014 Paris', 'France']",Hotel,75014,14,9,ChIJpyVSzEtw5kcRDPHZnW57eIs,Le Fabe Hotel,4.4,184.0,"113 Rue de l'Ouest, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8337359,2.3151306000000003,0.006684124849511374,1,Hotel,Korean Restaurant,French Restaurant,Japanese Restaurant,Supermarket,Pizza Place,Restaurant,Vegetarian / Vegan Restaurant,Bakery,Beer Store,blue
528,Novotel Paris Centre Gare Montparnasse,4bb6f7ddef159c74f3b876f7,48.838525057190964,2.315046787261963,75015,Paris,"['17 rue du Cotentin', '75015 Paris', 'France']",Hotel,75015,15,43,ChIJ8Y6-2TVw5kcRHI8o6L5-sZI,Novotel Paris Centre Gare Montparnasse,4.1,1057.0,"17 Rue du Cotentin, 75015 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.83843450000001,2.3148503,0.01759150159873711,1,Bistro,French Restaurant,Comedy Club,Hotel,Fish Market,Ethiopian Restaurant,Exhibit,Fabric Shop,Falafel Restaurant,Farmers Market,blue
529,Nouvel Hôtel Eiffel,4bd7318e304fce72fc3233ab,48.84338004021924,2.306677641947437,75015,Paris,"['5 rue des Volontaires', '75015 Paris', 'France']",Hotel,75015,15,2,ChIJF_6rtTtw5kcRoGzZ3EDu2Wc,Nouvel Hôtel Eiffel ( Hotel Tour Eiffel - Hotel Porte de Versailles),4.0,177.0,"5 Rue des Volontaires, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8433731,2.3067376,0.0044681407187242535,1,Hotel,Italian Restaurant,Gym / Fitness Center,Vietnamese Restaurant,Café,Ethiopian Restaurant,Restaurant,Salad Place,Korean Restaurant,Supermarket,blue
530,Hotel Korner Montparnasse,51cd3c99454af98c82956e77,48.841407828061286,2.313805097151766,75015,Paris,"['54 rue Falguiere (Boulevard Pasteur)', '75015 Paris', 'France']",Hotel,75015,15,4,ChIJs7wWyTZw5kcRn7Z22jXsxms,Hotel Korner Montparnasse,4.2,160.0,"54 Rue Falguière, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8412443,2.3134511000000004,0.031716215975288946,0,Dessert Shop,Brasserie,Pizza Place,French Restaurant,Creperie,Indian Restaurant,Pastry Shop,Hotel,Sandwich Place,Ethiopian Restaurant,red
531,Hôtel Cactus,4db1848843a1bea42bcceb09,48.83970277248312,2.3092383582818377,75015,Paris,"['43 Rue des Volontaires', '75015 Paris', 'France']",Hostel,75015,15,0,ChIJb8w81jlw5kcRTjDg_9BUsDg,Hôtel Cactus,2.2,319.0,"47 Rue des Volontaires, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.83972970000001,2.3093615,0.009522473047660017,0,Japanese Restaurant,Vietnamese Restaurant,Chinese Restaurant,Pet Café,Grocery Store,French Restaurant,Indian Restaurant,Farmers Market,Electronics Store,Empanada Restaurant,red
534,Hôtel Yllen Eiffel,4cd04b1a9d87224ba653543b,48.841511837152154,2.3078773308901765,75015,Paris,"['196 rue de Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,11,ChIJ77C5jjlw5kcR98VDHHVU6go,Hôtel Yllen Eiffel,4.2,281.0,"196 Rue de Vaugirard, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84163579999999,2.3077398,0.01708666616695915,0,French Restaurant,Gym / Fitness Center,Hotel,Ethiopian Restaurant,Metro Station,Chinese Restaurant,Korean Restaurant,Pet Café,Vietnamese Restaurant,Flower Shop,red
537,Hotel Avia Saphir Montparnasse Paris,4bc8e31d762beee14ea63d38,48.84299315373821,2.313214823443559,75015,Paris,"['181 Rue De Vaugirard', '75015 Paris', 'France']",Hotel,75015,15,6,ChIJ_zyeGDFw5kcR57AQff3lomI,Hôtel Avia Saphir Montparnasse,3.6,234.0,"181 Rue de Vaugirard, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.843031599999996,2.3131721,0.005302265072254394,1,Hotel,Café,Sandwich Place,Bistro,Bus Stop,Pastry Shop,Bike Rental / Bike Share,Dessert Shop,Thai Restaurant,Indian Restaurant,blue
539,Hotel Innova,4d0fe6bea3d9721ea2c4d1fd,48.84221540033471,2.313059987532907,75015,Paris,"['32 Boulevard Pasteur', '75015 Paris', 'France']",Hotel,75015,15,7,ChIJ86biLjFw5kcR4lS3hixop2Y,Hotel Madrigal,4.1,203.0,"32 Boulevard Pasteur, 75015 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.84214229999999,2.3127678,0.02293629506712077,0,Dessert Shop,French Restaurant,Brasserie,Indian Restaurant,Pastry Shop,Sandwich Place,Ethiopian Restaurant,Exhibit,Fabric Shop,Falafel Restaurant,red
542,Hotel Mistral,4c3657522c8020a1672b8700,48.83690476196824,2.323764483788235,75014,Paris,"['24 rue Cels', '75014 Paris', 'France']",Hotel,75014,14,20,ChIJM8WdArFx5kcRNbviIxF9uoY,Hôtel Mistral,4.7,421.0,"24 Rue Cels, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8369326,2.3238682999999996,0.008225953890302798,1,Hotel,Seafood Restaurant,French Restaurant,Hookah Bar,Cajun / Creole Restaurant,Indian Restaurant,Italian Restaurant,Café,Pub,Vietnamese Restaurant,blue
545,Best Western Bretagne Montparnasse,4d68405ab6f46dcbf9b710b2,48.835450014448405,2.321124404652437,75014,Paris,"['33 rue Raymond Losserand', '75014 Paris', 'France']",Hotel,75014,14,13,ChIJkx32RrVx5kcR49IGrT-l-4w,Best Western Bretagne Montparnasse,3.6,300.0,"33 Rue Raymond Losserand, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.835431,2.321142,0.0024778581132984235,0,French Restaurant,Seafood Restaurant,Hotel,Thai Restaurant,Japanese Restaurant,Italian Restaurant,Indian Restaurant,Motel,Noodle House,Coffee Shop,red
546,Ibis Maine - Montparnasse,4bcca7ecb6c49c7483239491,48.83378874010687,2.3229805428687924,75014,Paris,"['160 rue du Château', '75014 Paris', 'France']",Hotel,75014,14,9,ChIJA0ZM_7Rx5kcRHDxQtGNapmc,Hotel ibis Paris Maine Montparnasse 14ème,3.6,448.0,"160 Rue du Château, 75014 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.833781099999996,2.3229328999999996,0.0035994128940369293,1,French Restaurant,Hotel,Brazilian Restaurant,Thai Restaurant,Sushi Restaurant,Wine Bar,Food Court,Fast Food Restaurant,Food Truck,Ethiopian Restaurant,blue
