,name,id,lat,lon,PostalCode,City,formattedAddress,type,ZipCodeTrue,Arr,nblike,google_id,google_name,google_rating,google_nbrating,google_address,google_type,google_lat,google_lon,distance,cluster_labels,1st Most Common Venue,2nd Most Common Venue,3rd Most Common Venue,4th Most Common Venue,5th Most Common Venue,6th Most Common Venue,7th Most Common Venue,8th Most Common Venue,9th Most Common Venue,10th Most Common Venue,marker_color
980,Hôtel des Deux Continents,4adcda00f964a520b33021e3,48.85532572522375,2.334404437859504,75006,Paris,"['25 rue Jacob', '75006 Paris', 'France']",Hotel,75006,6,5,ChIJFdUZFdhx5kcREz36A-Twvj4,Hotel des Deux Continents,4.1,174.0,"25 Rue Jacob, 75006 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8552841,2.3344569,0.006020727562801888,1,Hotel,French Restaurant,Café,Plaza,Bistro,Boutique,Bakery,Chocolate Shop,Bookstore,Tea Room,blue
982,L'Hotel,4b8b0d83f964a5206a9032e3,48.85637674082885,2.33519300383645,75006,Paris,"['13 rue des Beaux-Arts', '75006 Paris', 'France']",Hotel,75006,6,57,ChIJu6gMdthx5kcRY2v3BNo0WvA,L’ Hotel - 5 Star Boutique Hotel: part of A Curious Group of Hotels,4.4,242.0,"13 Rue des Beaux Arts, 75006 Paris, France","['bar', 'lodging', 'point_of_interest', 'establishment']",48.856227200000006,2.3351757999999996,0.016677830187930634,1,Hotel,Bistro,Cosmetics Shop,Park,Café,French Restaurant,Dessert Shop,Bakery,Deli / Bodega,Dance Studio,blue
983,Mandarin Oriental Paris,4d61286a1ee8721e010db321,48.86698662076993,2.3271784186363216,75001,Paris,"['251 rue Saint-Honoré', '75001 Paris', 'France']",Hotel,75001,1,273,ChIJZazOcjJu5kcRmwkL7N7ZOHQ,"Mandarin Oriental, Paris",4.6,997.0,"251 Rue Saint-Honoré, 75001 Paris, France","['spa', 'lodging', 'food', 'point_of_interest', 'establishment']",48.86705509999999,2.327223099999999,0.008290960861388346,1,French Restaurant,Hotel,Boutique,Spa,Chocolate Shop,Jewelry Store,Pastry Shop,Hotel Bar,Accessories Store,Church,blue
984,Hôtel Costes,4adcda00f964a520f03021e3,48.866666089458036,2.3279080151205545,75001,Paris,"['239 rue Saint-Honoré', '75001 Paris', 'France']",Hotel,75001,1,731,ChIJsa_SADJu5kcRQPS1EqkYIPQ,Hôtel Costes,4.1,1186.0,"239-241 Rue Saint-Honoré, 75001 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.86676,2.3279532000000005,0.01095704791706228,1,French Restaurant,Hotel,Boutique,Hotel Bar,Jewelry Store,Pastry Shop,Chocolate Shop,Tea Room,Women's Store,Spa,blue
985,The Westin Paris – Vendôme,4b240781f964a520745f24e3,48.8657,2.3274761,75001,Paris,"['3 rue de Castiglione', '75001 Paris', 'France']",Hotel,75001,1,284,ChIJt4LY5C1u5kcRvVeuJebPxHc,The Westin Paris - Vendôme,4.3,1696.0,"3 Rue de Castiglione, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8657,2.3274761,0.0,1,French Restaurant,Hotel,Hotel Bar,Boutique,Tea Room,Bookstore,Pastry Shop,Spa,Chocolate Shop,Salon / Barbershop,blue
986,Hôtel Le Meurice,4b8b0cbef964a5203b9032e3,48.86516,2.32807,75001,Paris,"['228 rue de Rivoli', '75001 Paris', 'France']",Hotel,75001,1,197,ChIJpZXu3i1u5kcRWaDFH0RY_RA,Le Meurice,4.6,974.0,"228 Rue de Rivoli, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86533259999999,2.3281374,0.019821119708738694,1,Hotel,French Restaurant,Café,Japanese Restaurant,Boutique,Chocolate Shop,Clothing Store,Tea Room,Hotel Bar,Spa,blue
987,Melia Vendôme Hôtel,4bc8688715a7ef3bdefb7ada,48.866826731851575,2.32583242556253,75001,Paris,"['8 rue Cambon', '75001 Paris', 'France']",Hotel,75001,1,47,ChIJg_LKfy1u5kcRQbrTc-IfdSs,Meliá Vendome,4.3,272.0,"8 Rue Cambon, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.866791799999994,2.3258315,0.003885265352233605,1,Hotel,French Restaurant,Boutique,Hotel Bar,Spa,Clothing Store,Tailor Shop,Bookstore,Burger Joint,Shoe Store,blue
988,Hôtel Brighton,4adcda04f964a5200c3221e3,48.8648510295664,2.329005330704668,75001,Paris,"['218 Rue de Rivoli', '75001 Paris', 'France']",Hotel,75001,1,36,ChIJN1secC5u5kcRZAnz-dmUqjY,Hotel Brighton,4.4,244.0,"218 Rue de Rivoli, 75001 Paris, France","['bar', 'lodging', 'point_of_interest', 'establishment']",48.8648991,2.3292561000000003,0.019159699043728537,1,Hotel,French Restaurant,Japanese Restaurant,Chocolate Shop,Tea Room,Public Art,Perfume Shop,Pastry Shop,Italian Restaurant,Israeli Restaurant,blue
990,Le Roch Hotel & Spa Paris,55e9eee8498e43ed2bd190f8,48.86620012005232,2.3329946840505174,75001,Paris,"['28 rue Saint Roch', '75001 Paris', 'France']",Hotel,75001,1,46,ChIJsagz4S9u5kcRxvJ5eKKVkyU,Le Roch Hotel & Spa,4.5,219.0,"28 Rue Saint-Roch, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8662144,2.3328903,0.007821318199423444,0,Japanese Restaurant,Italian Restaurant,Bakery,Udon Restaurant,Hotel,French Restaurant,Ramen Restaurant,Sandwich Place,Coffee Shop,Plaza,red
991,Hôtel Duminy Vendôme,4de4f2171f6e3190cd4a3eb0,48.865397918046796,2.32938488650808,75001,Paris,"['3 rue du Mont Thabor', '75001 Paris', 'France']",Hotel,75001,1,39,ChIJm5miFC5u5kcRFhRx0a7nIBs,Hôtel Duminy Vendôme,4.1,420.0,"3-5 Rue du Mont Thabor, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86541099999999,2.3293880000000002,0.0014726314840383063,1,Hotel,French Restaurant,Japanese Restaurant,Chocolate Shop,Boutique,Candy Store,Tea Room,Hotel Bar,Seafood Restaurant,Public Art,blue
992,Hôtel Regina,4adcda02f964a520a03121e3,48.86369757864818,2.332413997514548,75001,Paris,"['2 Place des Pyramides', '75001 Paris', 'France']",Hotel,75001,1,50,ChIJP_-HCS9u5kcRsj9b1x7Pl8w,Hotel Regina Louvre,4.5,414.0,"2 Place des Pyramides, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86386539999999,2.3325487999999996,0.021121765119797575,0,Japanese Restaurant,French Restaurant,Ice Cream Shop,Hotel,Candy Store,Café,Cosmetics Shop,Coffee Shop,Garden,Dessert Shop,red
996,Hôtel Emeraude Louvre Montana,4d8d2205d4ec8cfae31d5289,48.86443825084933,2.3317101144782586,75001,Paris,"['12 rue Saint-Roch', '75001 Paris', 'France']",Hotel,75001,1,8,ChIJx_VEry9u5kcRCoi4Tu9NLms,Hôtel Louvre Montana,4.4,176.0,"12 Rue Saint-Roch, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.864447399999996,2.3317603,0.003820106272737047,0,Japanese Restaurant,Hotel,French Restaurant,Café,Candy Store,Bookstore,Cantonese Restaurant,Cosmetics Shop,Dessert Shop,Tea Room,red
997,Hotel Prince Albert Louvre,4bd8342de914a59342a152fa,48.86601734384114,2.331531899175922,75001,Paris,"['5 rue Saint-Hyacinthe', '75001 Paris', 'France']",Hotel,75001,1,9,ChIJ2_qI0S9u5kcRqnD8k6Sk3pI,Hôtel Prince Albert Louvre,3.7,227.0,"5 Rue Saint-Hyacinthe, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86598660000001,2.331541099999999,0.0034849390314287826,0,Japanese Restaurant,Hotel,Italian Restaurant,Accessories Store,Bakery,Chocolate Shop,French Restaurant,Gym,Ramen Restaurant,Plaza,red
998,Hôtel Ritz Paris,53b65301498e8cb57224f80c,48.868102,2.328813,75001,Paris,"['15 place Vendôme', '75001 Paris', 'France']",Hotel,75001,1,159,ChIJRZM8NDJu5kcRN2dlSHG_EyE,Hôtel Ritz Paris,4.7,1811.0,"15 Place Vendôme, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86809869999999,2.328893199999999,0.005895291585922464,1,French Restaurant,Hotel,Jewelry Store,Boutique,Men's Store,Hotel Bar,Chocolate Shop,Cocktail Bar,Pastry Shop,Tailor Shop,blue
1000,Hôtel Park Hyatt Paris-Vendôme,4adcda03f964a520d83121e3,48.86889283393747,2.330338060855865,75002,Paris,"['5 rue de la Paix', '75002 Paris', 'France']",Hotel,75002,2,293,ChIJ5-zMpTFu5kcRlbu1UHIhv74,Park Hyatt Paris-Vendome,4.5,801.0,"5 Rue de la Paix, 75002 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.868905600000005,2.3301781000000004,0.0118208723977971,1,French Restaurant,Hotel,Jewelry Store,Café,Cocktail Bar,Breakfast Spot,Historic Site,Boutique,Shoe Store,Men's Store,blue
1001,Le Burgundy,4b4b2002f964a520b29226e3,48.86799572916932,2.325774986347236,75001,Paris,"['6-8 rue Duphot', '75001 Paris', 'France']",Hotel,75001,1,65,ChIJb45b9TJu5kcR05gouvl8Fio,Le Burgundy Paris,4.6,324.0,"6-8 Rue Duphot, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8680129,2.3258736,0.0074825393848940575,0,French Restaurant,Hotel,Boutique,Vietnamese Restaurant,Men's Store,Clothing Store,Women's Store,Salon / Barbershop,Tailor Shop,Spa,red
1002,W Paris – Opéra,4e8b0ce2f9f464ec8732a56d,48.8720985,2.3332127000000003,75009,Paris,"['4 rue Meyerbeer', '75009 Paris', 'France']",Hotel,75009,9,179,ChIJiVMcgTRu5kcRbXfOviG7AqI,W Paris Opéra,4.2,421.0,"4 Rue Meyerbeer, 75009 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8722237,2.3333825,0.018681927598870163,0,French Restaurant,Coffee Shop,Women's Store,Clothing Store,Multiplex,Creperie,Plaza,Hotel,Resort,Nightclub,red
1003,Hôtel Scribe,4b1c038ef964a520b40024e3,48.8705881210705,2.3299096080877257,75009,Paris,"['1 rue Scribe', '75009 Paris', 'France']",Hotel,75009,9,148,ChIJz7k5yzZu5kcRRdYVAr48Zv8,Sofitel Le Scribe Paris Opera,4.4,639.0,"1 Rue Scribe, 75009 Paris, France","['lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.87056459999999,2.329732,0.013289503535385064,1,French Restaurant,Hotel,Plaza,Jewelry Store,Historic Site,Shoe Store,Theater,Café,Chocolate Shop,Boutique,blue
1005,Starhotels Castille Paris,4af4c47ff964a520f4f521e3,48.86847645388553,2.326880693435669,75001,Paris,"['33-37 rue Cambon', '75001 Paris', 'France']",Hotel,75001,1,60,ChIJyyyZRjJu5kcRiVEp4-OqivU,Castille Paris,4.4,384.0,"33-37 Rue Cambon, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.868269399999996,2.3268049,0.02368777690899733,1,French Restaurant,Hotel,Boutique,Shoe Store,Gourmet Shop,Spa,Tailor Shop,Sandwich Place,Café,Dessert Shop,blue
1006,Hôtel Westminster,4b4b65e2f964a5201c9a26e3,48.86933,2.3311,75002,Paris,"['13 Rue de la Paix', '75002 Paris', 'France']",Hotel,75002,2,55,ChIJCZB6ATFu5kcRfX9qYpEtQyE,Hôtel Westminster,4.0,333.0,"13 Rue de la Paix, 75002 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.869372799999994,2.3310617000000002,0.005527154106365898,1,Hotel,French Restaurant,Jewelry Store,Cocktail Bar,Plaza,Café,Chocolate Shop,Breakfast Spot,Shoe Store,Men's Store,blue
1007,Best Western Premier Opera Opal,4adcda01f964a520273121e3,48.872212458751534,2.3257902413627107,75008,Paris,"['19 rue Tronchet', '75008 Paris', 'France']",Hotel,75008,8,16,ChIJr7QXhzRu5kcRyHBu93ZXEo8,Best Western Premier Opéra Opal,4.0,195.0,"19 Rue Tronchet, 75008 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8722588,2.3257608,0.005587758889980495,1,Hotel,French Restaurant,Boutique,Theater,Sandwich Place,Athletics & Sports,Sports Bar,Furniture / Home Store,Café,Bistro,blue
1008,Best Western Premier L'Horset Opéra,4e953ca361af864d7cdaa194,48.869127840126716,2.333840757592043,75002,Paris,"[""18 rue d'Antin"", '75002 Paris', 'France']",Hotel,75002,2,7,ChIJhWsKhjBu5kcRn37PRI2s1Wk,L’Horset Opéra,4.4,165.0,"18 Rue d'Antin, 75002 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.869144799999994,2.3337554,0.006539977181372872,0,Sandwich Place,Japanese Restaurant,Bookstore,Hotel,English Restaurant,Shoe Store,Salad Place,Restaurant,Pub,Pastry Shop,red
1010,Hôtel Edouard 7,4adcda00f964a520ed3021e3,48.868357432638646,2.3330182044620926,75002,Paris,"[""39 Avenue de l'Opéra"", '75002 Paris', 'France']",Hotel,75002,2,32,ChIJ_Ze3ZjBu5kcRiCRPWLatnSg,Hotel Edouard VII,4.5,359.0,"39 Avenue de l'Opéra, 75002 Paris, France","['bar', 'lodging', 'point_of_interest', 'establishment']",48.86830769999999,2.3330826,0.007273738146267011,0,Japanese Restaurant,Hotel,Italian Restaurant,Jewelry Store,Korean Restaurant,Bookstore,Sandwich Place,Pub,Burger Joint,Shoe Store,red
1011,Best Western Gaillon Opéra,4d1d12ea0901721e2d6575a5,48.86846428001053,2.3340353518642587,75002,Paris,"['9 rue Gaillon', '75002 Paris', 'France']",Hotel,75002,2,2,ChIJm9c7eDBu5kcROAQq_jAx1J4,Best Western Hotel Gaillon Opéra,3.8,135.0,"9 Rue Gaillon, 75002 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86844610000001,2.3340082000000004,0.002838210405016488,0,Japanese Restaurant,Hotel,Italian Restaurant,Korean Restaurant,Sandwich Place,Bookstore,Café,Salad Place,Steakhouse,Burger Joint,red
1012,Hôtel Mansart,4adcda00f964a520ca3021e3,48.86865760622986,2.3297468511987964,75001,Paris,"['5 rue des Capucines', '75001 Paris', 'France']",Hotel,75001,1,18,ChIJRQs8mDFu5kcRPu-DaFT9yGk,Hotel Mansart - Esprit de France,4.6,179.0,"5 Rue des Capucines, 75001 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.86854259999999,2.3298482999999997,0.014797485434994205,1,French Restaurant,Jewelry Store,Hotel,Cocktail Bar,Café,Theater,Art Gallery,Men's Store,Boutique,Auvergne Restaurant,blue
1013,Hotel Chavanel ****,524852a411d2c187a273ae12,48.872208417165204,2.3261330021301103,75008,Paris,"['22 rue Tronchet', '75008 Paris', 'France']",Hotel,75008,8,4,ChIJzTpahzRu5kcRHjuwsWPwXFU,Hôtel Chavanel,4.4,98.0,"22 Rue Tronchet, 75008 Paris, France","['lodging', 'point_of_interest', 'establishment']",48.8721684,2.3262482999999996,0.009557407017929542,1,Hotel,French Restaurant,Theater,Coffee Shop,Boutique,Lounge,Furniture / Home Store,Bistro,Gourmet Shop,Sandwich Place,blue
