,Hostel,Hostel_lat,Hostel_lon,Venue,Venue_lat,Venue_lon,Venue_cat
2543,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Ziti,48.86955929414787,2.3033908828172733,Italian Restaurant
2544,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Balmain,48.86855102198361,2.3038690409523164,Boutique
2545,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Okuda 奥田,48.86689358404519,2.3025451269629493,Japanese Restaurant
2546,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Bellota-Bellota,48.8675089996163,2.303561958183983,Tapas Restaurant
2547,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Berluti,48.86907129302695,2.304489257520188,Accessories Store
2548,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,La Belle Ferronnière,48.86933365706021,2.302674482596768,French Restaurant
2549,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Cartier,48.86944859004879,2.3021212220191956,Jewelry Store
2550,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Vingt-Deux,48.86720534962479,2.301409059193709,Restaurant
2551,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Beefbar,48.86739137941997,2.3018985986709595,Steakhouse
2552,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Maitre Pierre,48.86753344408616,2.302335127142158,Italian Restaurant
2553,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Hôtel Chambiges Élysées,48.86686458497101,2.303840096872485,Hotel
2554,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Hotel Claridge,48.86860078565091,2.3037244889903823,Hotel
2555,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Ginger,48.86715243547218,2.30298662769491,Asian Restaurant
2556,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Jour,48.86710210865292,2.3038148753406307,Salad Place
2557,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Philippe et Jean-Pierre,48.86682558050888,2.302731202296845,French Restaurant
2558,Hôtel Franklin Roosevelt,48.867854674659526,2.3031789581950735,Casa Di Delfo,48.86663686181782,2.3022077641563303,Italian Restaurant
2559,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Hotel
2560,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Apple Champs-Élysées,48.872229,2.30128,Electronics Store
2561,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Miss Kō,48.870988490759345,2.300865757822489,Japanese Restaurant
2562,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Ladurée,48.870780615282726,2.3030948638916016,Pastry Shop
2563,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Louis Vuitton,48.8716558,2.3005763,Boutique
2564,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,86 Champs (L'Occitane x Pierre Hermé),48.87151354913555,2.3036976638604756,Café
2565,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Hôtel François 1er,48.87017649119624,2.2999167600394634,Hotel
2566,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Kenzo,48.871210356256455,2.300805300648652,Tailor Shop
2567,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Le Fouquet's,48.87138080899263,2.3012575507164,French Restaurant
2568,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Le 39V,48.869833907134755,2.30042512053398,French Restaurant
2569,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Jacopo,48.87130590365892,2.3001372248946272,French Restaurant
2570,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Zara,48.87164800032203,2.302931163719131,Clothing Store
2571,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Paul,48.871121141518046,2.303821706531474,Bakery
2572,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Pierre Hermé,48.871260444482026,2.303711782881441,Pastry Shop
2573,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Hermès,48.8701956520326,2.3012597267159474,Tailor Shop
2574,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,MAC Cosmetics,48.8711321521113,2.304113347909671,Cosmetics Shop
2575,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,La Maison du Caviar,48.87064940255528,2.301834184050095,French Restaurant
2576,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Chez Raspoutine,48.87152191303467,2.300180398933205,Nightclub
2577,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Kusmi Tea,48.87096476625836,2.303801433164733,Tea Room
2578,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Petit Bateau,48.8722531,2.3010227,Kids Store
2579,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Restaurant & Lounge Bar Le W,48.87211902657388,2.303356684047102,French Restaurant
2580,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Café George V,48.872495,2.300384,French Restaurant
2581,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Warwick Paris,48.872,2.30319,Hotel
2582,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Le Diane,48.87102568456758,2.3016595459020937,French Restaurant
2583,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Health City,48.87131039289349,2.304324589533369,Gym / Fitness Center
2584,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Nagham Café Chicha,48.87035181358001,2.3015929255600867,Lounge
2585,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Cartier,48.86944859004879,2.3021212220191956,Jewelry Store
2586,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Washington Poste,48.87236509075545,2.3018001597129327,Lounge
2587,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Midoré,48.872494291903294,2.301995280926084,Bakery
2588,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Le Deauville,48.87084412818296,2.3028749227523804,French Restaurant
2589,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Levi's® Store,48.87113395974887,2.3042201474493176,Clothing Store
2590,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Nike Store,48.870486115262864,2.303997419694497,Sporting Goods Shop
2591,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,L'Ecluse,48.86997223124329,2.30149563765358,Wine Bar
2592,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Pizzeria Vesuvio,48.8708857631258,2.302000425220058,Pizza Place
2593,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,L'Occitane,48.87144396826445,2.303738594055176,Cosmetics Shop
2594,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Swatch,48.87186535502922,2.301167696714401,Jewelry Store
2595,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Marionnaud,48.8717522500085,2.3019545080745405,Cosmetics Shop
2596,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Les Écuries - La Crêperie des Champs-Élysées,48.872249328488884,2.3019079832696434,Creperie
2597,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Lacoste,48.871218694344336,2.301717527446044,Clothing Store
2598,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Le Paradis du Fruit,48.87079486888028,2.300777819784369,Juice Bar
2599,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,La Galerie Joy,48.871061,2.301568,French Restaurant
2600,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Ladurée Paris Le Bar,48.870671,2.302992,Bar
2601,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Brioche Dorée,48.87110477988827,2.304009276918318,Sandwich Place
2602,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Le Marta Paris,48.8712569600694,2.3012548685073853,Cocktail Bar
2603,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Häagen-Dazs,48.871726099148596,2.303898899244132,Ice Cream Shop
2604,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Massimo Dutti,48.872183003915616,2.3008249725129417,Clothing Store
2605,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Le Châteaubriand,48.87270360902763,2.3021963238716125,French Restaurant
2606,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Le Baron,48.87235486635308,2.3018028390028427,Lebanese Restaurant
2607,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Hotel Cristal Champs-Elysées,48.87262427200628,2.3021907020086485,Hotel
2608,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Jet Set Restaurant,48.872574175214375,2.3023044309986744,Persian Restaurant
2609,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Hôtel Four Seasons George V,48.868849,2.300683,Hotel
2610,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Le Cinq,48.868798433029255,2.300564761718998,French Restaurant
2611,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Hôtel Prince de Galles,48.86909631786168,2.3006840050152277,Hotel
2612,Hôtel Four Seasons George V,48.868849,2.3006830000000003,The Spa,48.86828263488801,2.3007774746816763,Spa
2613,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Le Bar,48.8687269218216,2.301072361847326,Hotel Bar
2614,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Hôtel Château Frontenac,48.86912117248404,2.3026616168959815,Hotel
2615,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Hôtel de Sers,48.86815868453644,2.3005732203470193,Hotel
2616,Hôtel Four Seasons George V,48.868849,2.3006830000000003,DIEP,48.869429556007645,2.302994948737823,Chinese Restaurant
2617,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Le Relais de l'Entrecôte,48.86814123013961,2.3027729988098145,Steakhouse
2618,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Hôtel François 1er,48.87017649119624,2.2999167600394634,Hotel
2619,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Renoma Café,48.86885117719875,2.301548072228684,Art Gallery
2620,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Le 39V,48.869833907134755,2.30042512053398,French Restaurant
2621,Hôtel Four Seasons George V,48.868849,2.3006830000000003,La Galerie,48.86877791133347,2.3005531285145087,Hotel Bar
2622,Hôtel Four Seasons George V,48.868849,2.3006830000000003,La Maison de la Truffe,48.86805280749024,2.3028703085497484,French Restaurant
2623,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Chez André,48.867800614599844,2.302836701273918,Bistro
2624,Hôtel Four Seasons George V,48.868849,2.3006830000000003,La Maison du Chocolat,48.86933583759842,2.302933923215407,Chocolate Shop
2625,Hôtel Four Seasons George V,48.868849,2.3006830000000003,YEEELS,48.86767,2.301542,Restaurant
2626,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Rimal,48.86786653578555,2.3012400296347577,Bistro
2627,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Hermès,48.8701956520326,2.3012597267159474,Tailor Shop
2628,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Le George,48.8688373839165,2.300545517670802,Mediterranean Restaurant
2629,Hôtel Four Seasons George V,48.868849,2.3006830000000003,La Belle Ferronnière,48.86933365706021,2.302674482596768,French Restaurant
2630,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Nagham Café Chicha,48.87035181358001,2.3015929255600867,Lounge
2631,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Cartier,48.86944859004879,2.3021212220191956,Jewelry Store
2632,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Vingt-Deux,48.86720534962479,2.301409059193709,Restaurant
2633,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Hôtel Elysées Régencia,48.86858895945126,2.2985008672816742,Hotel
2634,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Boulangerie Malitourne,48.86813307341061,2.2984354476911513,Bakery
2635,Hôtel Four Seasons George V,48.868849,2.3006830000000003,L'Ecluse,48.86997223124329,2.30149563765358,Wine Bar
2636,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Maxan,48.868924998180674,2.2995659864687092,French Restaurant
2637,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Traiteur Jegado,48.868105242558094,2.2984143169112308,Food & Drink Shop
2638,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Beefbar,48.86739137941997,2.3018985986709595,Steakhouse
2639,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Maitre Pierre,48.86753344408616,2.302335127142158,Italian Restaurant
2640,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Noura Traiteur,48.867418174579335,2.299025450920282,Lebanese Restaurant
2641,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Hôtel Marceau Champs-Élysées,48.86824801173359,2.2989610401218075,Hotel
2642,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Helzear Champs-Élysées,48.86925564729418,2.298446128132539,Hotel
2643,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Villa Sophia,48.86833439334832,2.298760316857723,Italian Restaurant
2644,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Merci Jérôme,48.868698210475436,2.298852962668087,French Restaurant
2645,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Le Marceau,48.868540413758645,2.2988949980722424,Café
2646,Hôtel Four Seasons George V,48.868849,2.3006830000000003,Délices d'Au,48.86840499848592,2.2984063625335693,Asian Restaurant
2647,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Guerlain,48.87097594,2.30514516,Cosmetics Shop
2648,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Sens Unique,48.87174680424,2.3064665785411416,French Restaurant
2649,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Hôtel Lancaster,48.872389933316335,2.303463200824445,Hotel
2650,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Ladurée,48.870780615282726,2.3030948638916016,Pastry Shop
2651,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Sephora,48.87103651825622,2.305007327814324,Cosmetics Shop
2652,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,86 Champs (L'Occitane x Pierre Hermé),48.87151354913555,2.3036976638604756,Café
2653,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Paris Marriott Champs-Élysées,48.87121341121234,2.305065028801323,Hotel
2654,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Tiffany & Co,48.870801,2.305653,Jewelry Store
2655,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Le Restaurant,48.871523629739414,2.305503841179002,French Restaurant
2656,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Au Bureau,48.869760407781826,2.304318123247185,Gastropub
2657,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Monoprix Alimentation,48.87114,2.30682,Grocery Store
2658,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Hotel
2659,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Le Pain Quotidien,48.86987025485287,2.304532527923584,Breakfast Spot
2660,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Galeries Lafayette Champs-Élysées,48.87061376797143,2.3063303141487186,Department Store
2661,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Vapiano,48.86965787619578,2.3055337122697197,Italian Restaurant
2662,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,"Hôtel de Berri, a Luxury Collection Hotel, Paris",48.872868353737964,2.3053266233482645,Hotel
2663,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Zara,48.87164800032203,2.302931163719131,Clothing Store
2664,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Arcades des Champs-Élysées,48.87166528001866,2.3045673403248657,Shopping Plaza
2665,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Starbucks,48.87142632601174,2.3043715953826904,Coffee Shop
2666,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Paul,48.871121141518046,2.303821706531474,Bakery
2667,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Pierre Hermé,48.871260444482026,2.303711782881441,Pastry Shop
2668,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Five Guys,48.870007868538636,2.3055893182754517,Burger Joint
2669,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Léon de Bruxelles,48.87042653,2.30429207,Belgian Restaurant
2670,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,MAC Cosmetics,48.8711321521113,2.304113347909671,Cosmetics Shop
2671,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Foot Locker,48.870914,2.305352,Shoe Store
2672,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Kusmi Tea,48.87096476625836,2.303801433164733,Tea Room
2673,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,La Maison de l'Aubrac,48.86962678355851,2.30513334274292,Steakhouse
2674,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Restaurant & Lounge Bar Le W,48.87211902657388,2.303356684047102,French Restaurant
2675,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Warwick Paris,48.872,2.30319,Hotel
2676,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Baroche,48.871302830068714,2.3073220252990723,Brewery
2677,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,La Terrasse - Hôtel Paris Marriot Champs-Élysées,48.870780035997306,2.3048422611980404,Café
2678,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Health City,48.87131039289349,2.304324589533369,Gym / Fitness Center
2679,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Hôtel California,48.872643658368844,2.3050921683732533,Hotel
2680,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Monoprix,48.87072,2.30662,Department Store
2681,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Le Deauville,48.87084412818296,2.3028749227523804,French Restaurant
2682,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Arabian Oud,48.870374836517016,2.3044225573539734,Perfume Shop
2683,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Levi's® Store,48.87113395974887,2.3042201474493176,Clothing Store
2684,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Nike Store,48.870486115262864,2.303997419694497,Sporting Goods Shop
2685,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Burger King,48.87111582134613,2.3063457012176514,Fast Food Restaurant
2686,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,L'Occitane,48.87144396826445,2.303738594055176,Cosmetics Shop
2687,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Ladurée Paris Le Bar,48.870671,2.302992,Bar
2688,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Brioche Dorée,48.87110477988827,2.304009276918318,Sandwich Place
2689,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Pharmacie Anglaise des Champs-Élysées,48.870854,2.305774,Pharmacy
2690,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Elysées Ottoman,48.87230118166128,2.3047313162644496,Turkish Restaurant
2691,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Häagen-Dazs,48.871726099148596,2.303898899244132,Ice Cream Shop
2692,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Élysées Istanbul,48.87273828649233,2.304609151962801,Halal Restaurant
2693,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Kozy Paris,48.87157357600378,2.3069536813325153,Coffee Shop
2694,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,67 Hookah Lounge,48.87008717948269,2.3044006032984248,Hookah Bar
2695,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Prince Palace,48.872045565358334,2.305009961128235,Hookah Bar
2696,Fraser Suites Le Claridge Champs-Élysées,48.87139950737721,2.3048528789140095,Pret A Manger,48.870794462609936,2.305405238383966,Sandwich Place
2697,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Hôtel Four Seasons George V,48.868849,2.300683,Hotel
2698,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Le Cinq,48.868798433029255,2.300564761718998,French Restaurant
2699,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Hôtel Prince de Galles,48.86909631786168,2.3006840050152277,Hotel
2700,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,The Spa,48.86828263488801,2.3007774746816763,Spa
2701,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Le Bar,48.8687269218216,2.301072361847326,Hotel Bar
2702,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Ladurée,48.870780615282726,2.3030948638916016,Pastry Shop
2703,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Pret A Manger,48.868441920271714,2.303392605131027,Sandwich Place
2704,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Hôtel Château Frontenac,48.86912117248404,2.3026616168959815,Hotel
2705,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Au Bureau,48.869760407781826,2.304318123247185,Gastropub
2706,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Hôtel de Sers,48.86815868453644,2.3005732203470193,Hotel
2707,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Pedra Alta,48.86886047212987,2.3040159183697555,Seafood Restaurant
2708,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,DIEP,48.869429556007645,2.302994948737823,Chinese Restaurant
2709,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Le Relais de l'Entrecôte,48.86814123013961,2.3027729988098145,Steakhouse
2710,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Renoma Café,48.86885117719875,2.301548072228684,Art Gallery
2711,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Le 39V,48.869833907134755,2.30042512053398,French Restaurant
2712,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Gran Caffé Convivium,48.86912194863754,2.3045795072126998,Italian Restaurant
2713,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Le Pain Quotidien,48.86987025485287,2.304532527923584,Breakfast Spot
2714,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,La Galerie,48.86877791133347,2.3005531285145087,Hotel Bar
2715,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,La Maison de la Truffe,48.86805280749024,2.3028703085497484,French Restaurant
2716,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Chez André,48.867800614599844,2.302836701273918,Bistro
2717,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Courrèges,48.8682848394213,2.304268064332568,Boutique
2718,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,La Maison du Chocolat,48.86933583759842,2.302933923215407,Chocolate Shop
2719,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,YEEELS,48.86767,2.301542,Restaurant
2720,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Rimal,48.86786653578555,2.3012400296347577,Bistro
2721,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Léon de Bruxelles,48.87042653,2.30429207,Belgian Restaurant
2722,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Hermès,48.8701956520326,2.3012597267159474,Tailor Shop
2723,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,La Maison du Caviar,48.87064940255528,2.301834184050095,French Restaurant
2724,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Ziti,48.86955929414787,2.3033908828172733,Italian Restaurant
2725,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Balmain,48.86855102198361,2.3038690409523164,Boutique
2726,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,La Maison de l'Aubrac,48.86962678355851,2.30513334274292,Steakhouse
2727,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Bellota-Bellota,48.8675089996163,2.303561958183983,Tapas Restaurant
2728,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Berluti,48.86907129302695,2.304489257520188,Accessories Store
2729,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Le George,48.8688373839165,2.300545517670802,Mediterranean Restaurant
2730,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,La Belle Ferronnière,48.86933365706021,2.302674482596768,French Restaurant
2731,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Nagham Café Chicha,48.87035181358001,2.3015929255600867,Lounge
2732,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Cartier,48.86944859004879,2.3021212220191956,Jewelry Store
2733,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Le Deauville,48.87084412818296,2.3028749227523804,French Restaurant
2734,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Arabian Oud,48.870374836517016,2.3044225573539734,Perfume Shop
2735,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Nike Store,48.870486115262864,2.303997419694497,Sporting Goods Shop
2736,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,L'Ecluse,48.86997223124329,2.30149563765358,Wine Bar
2737,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Ladurée Paris Le Bar,48.870671,2.302992,Bar
2738,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Maitre Pierre,48.86753344408616,2.302335127142158,Italian Restaurant
2739,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Franprix,48.86941,2.30476,Grocery Store
2740,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,Hotel Claridge,48.86860078565091,2.3037244889903823,Hotel
2741,Hôtel Château Frontenac,48.869121172484036,2.302661616895981,67 Hookah Lounge,48.87008717948269,2.3044006032984248,Hookah Bar
2742,Warwick Paris,48.872,2.3031900000000003,Hôtel Fouquet's Barrière,48.87103466373769,2.3016529785092796,Hotel
2743,Warwick Paris,48.872,2.3031900000000003,Guerlain,48.87097594,2.30514516,Cosmetics Shop
2744,Warwick Paris,48.872,2.3031900000000003,Apple Champs-Élysées,48.872229,2.30128,Electronics Store
2745,Warwick Paris,48.872,2.3031900000000003,Hôtel Lancaster,48.872389933316335,2.303463200824445,Hotel
2746,Warwick Paris,48.872,2.3031900000000003,Ladurée,48.870780615282726,2.3030948638916016,Pastry Shop
2747,Warwick Paris,48.872,2.3031900000000003,Louis Vuitton,48.8716558,2.3005763,Boutique
2748,Warwick Paris,48.872,2.3031900000000003,Sephora,48.87103651825622,2.305007327814324,Cosmetics Shop
2749,Warwick Paris,48.872,2.3031900000000003,86 Champs (L'Occitane x Pierre Hermé),48.87151354913555,2.3036976638604756,Café
