the_geom;code_thomas;__;loyer_mensuel_x_80_de_12;prix_nuite_airbnb_80_de_365;zip;id;cartodb_id;contour;nom_quartier;nb_nuite_min_pour_renta_equivalente;rapport_entre_prix_nuite_airbnb_365_et_loyer_annuel;loyer_mensuel;prix_par_nuitee
;<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>2.356843640753584,48.860077260141672 2.356884655361155,48.860063043864855 2.357371497780986,48.859712891596992 2.358336120112173,48.859019084408388 2.358789268798923,48.858693110091608 2.359298836404868,48.858353625276514 2.359353189768648,48.858320699950191 2.360676501840052,48.857688784791399 2.360717179342943,48.857671832465925 2.361732620078862,48.857248639694411 2.362812763191846,48.856901287136395 2.364256845572188,48.856461278299086 2.363726000210382,48.855635144351318 2.363621474994998,48.855495106599996 2.363304277176372,48.855070135124784 2.362924531900439,48.854561353861499 2.362711841764511,48.854640983626666 2.362364473504773,48.854273658534289 2.36233893356426,48.854246651029726 2.362249754225793,48.854137133316911 2.362081183406839,48.853923649445917 2.362034853058351,48.853864974737789 2.361854861868654,48.853648283794897 2.361708009070637,48.853486358610702 2.361653693805405,48.853446473670274 2.361523029709541,48.853350523670976 2.361101540290993,48.852958267726905 2.360907349182097,48.852777542633049 2.360653466589909,48.85257249777154 2.360418227145996,48.852382507785606 2.360259625214782,48.852435055954281 2.360208362905792,48.852374453270919 2.360175102402048,48.852334985059755 2.360157779852341,48.852314658334343 2.360154504429635,48.852310707050627 2.360108701439912,48.852256575557902 2.360095200289288,48.852240577513079 2.360090566792177,48.852235089733334 2.360332404446885,48.852148617834366 2.360312890866969,48.852124662560612 2.36029285846999,48.85210007034884 2.360281687174617,48.852086311312902 2.360266539343864,48.852067643213907 2.360250316817333,48.852047650648288 2.360025493072882,48.851771257430102 2.360012481776985,48.851778636847683 2.359931898207135,48.851821271751398 2.359719352651024,48.851910880979283 2.358877772983749,48.852239998187784 2.358733492194902,48.852300726334903 2.357513089916104,48.85270958289091 2.357463632060397,48.8527260490701 2.357409131437682,48.852744764300041 2.35731997200127,48.852775388643998 2.357230500460158,48.852806120081311 2.357173138918109,48.852825828046775 2.355578160872456,48.853374019367223 2.355266507104197,48.853479328532018 2.354402005129023,48.853846107015819 2.352473184521662,48.854664396238817 2.352606674617314,48.854908349806621 2.352654944432533,48.854996558031544 2.352677847761455,48.855038559040267 2.352687902958318,48.855056857308938 2.352709073412825,48.855095382879156 2.352721071052442,48.855117502988456 2.352749433956856,48.855169303870269 2.352771371976762,48.855209389711113 2.352876478180063,48.855401442121114 2.353156531666169,48.855913154415141 2.353173099927366,48.855943427505707 2.353224226312804,48.856036240253118 2.353682404127857,48.856867981023917 2.353806041738443,48.856945033555739 2.353933072753229,48.857019652925807 2.35416177075071,48.857447405836311 2.354208927806613,48.857493114152149 2.354856193863162,48.858120484704592 2.355248880611252,48.858501091643753 2.355712665214857,48.85895948206403 2.356111541048126,48.859353710390415 2.356843640753584,48.860077260141672</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>;84;352;1036;75004;39118;13;0106000020E61000000100000001030000000100000052000000E593B6D6D0DA0240BF2BFC02176E48405DC39957E6DA0240EAF2BA8B166E48405AEF7B96E5DB0240E9AD70120B6E4840C6DBE653DFDD024042165D56F46D4840522D7DE8CCDE02406E92E4A7E96D484051CC7E11D8DF02409B7B1688DE6D48403128AE90F4DF024009E2E373DD6D4840ADB59E5CAAE202409B6900BFC86D4840041143B0BFE202401E92CB30C86D4840B1146912D4E402409503CC52BA6D4840CDD7C3600AE702405813FEF0AE6D4840049D387EFFE90240DF4AEE85A06D48402ADE5C2DE9E802400926D173856D48407CD03960B2E80240155E18DD806D484068C1A7120CE80240D9122DF0726D48408E6D1BFA44E702405CA13544626D484008015277D5E60240B83F31E0646D4840687B57581FE60240999ED8D6586D4840E1CE6DF411E60240F2714AF4576D48401012FB32E3E502409AF2965D546D4840B7D5C9D18AE502405AD3C15E4D6D4840AA2E6F8772E502406ED98E724B6D4840E9FE6C2914E50240C297D258446D4840FA462D2BC7E4024055E87E0A3F6D484079F91AB1AAE4024072A6EABB3D6D484096D3AA2F66E402407D9807973A6D48402BAE503489E30240B45E8CBC2D6D48403AFC6C6423E30240A42F84D0276D4840A18AE1489EE20240EBB27918216D484079CB93F322E20240924FB9DE1A6D484004EF62CCCFE10240CFA487971C6D48409A6813ECB4E102404B5F289B1A6D4840B533ED7BA3E10240BE081350196D484019EDEE669AE1024045B98FA5186D48404A4250AF98E1024013686A84186D4840FF83BDAB80E102403CE953BE166D48403383A59779E10240155F2038166D484097C3BF2977E102404374170A166D4840AC4EA6F4F5E102401177B634136D484089CE94B9EBE102400CE8C26B126D484040E3E038E1E10240A688779D116D4840FA197E5DDBE10240A63A0C2A116D48409599626CD3E10240B1CA728D106D484029D508EBCAE102408215BDE50F6D48405FCBB30B55E10240E42A2FD7066D484052125B394EE102409C581615076D4840DCB19CF923E10240CD1ABC7A086D4840D9FE3A8AB4E00240CF746E6A0B6D4840E7CF514FFBDE0240A2474433166D4840E3A747AAAFDE024094FBB030186D484010A7A8D22FDC02404AC06D96256D484097AB89E415DC0240089A8E20266D48406A889651F9DB024080408DBD266D4840EE9FCF92CADB0240A38772BE276D484077E124AA9BDB0240F8C93DC0286D4840B64D35977DDB024090529065296D4840C3F3E05C39D802401A38205C3B6D48406F036BF795D70240B4ED85CF3E6D4840EC53EDB7D0D5024095B948D44A6D48406CE60176DDD102405E7397A4656D484052A9BE7223D2024096BF05A36D6D484027E268C13CD202401278F786706D4840DF4571C348D20240CEF24BE7716D4840D63407094ED20240642ECB80726D4840FF7B7A2259D202409A36F8C3736D48401F3EC66C5FD202404BC9867D746D4840B937944B6ED202403C551030766D484089D70CCC79D202404B055480776D4840FD7C2AE7B0D20240436E61CB7D6D4840F8FF4EBB43D30240F136EF8F8E6D4840AD1E106B4CD302407C2EE28D8F6D4840E158213967D30240FA097498926D4840CA32B77057D402405FBE99D9AD6D48408E26134398D40240B7CBF65FB06D48405095E3DCDAD402403DACEAD1B26D484027F136C452D50240B20D2BD6C06D4840860B877D6BD5024012EA9855C26D48400D671BD8BED60240BDEA5CE4D66D4840D653A1B98CD702405918205DE36D48406BF7BEE17FD80240ED066262F26D4840293DF40151D902405BE9684DFF6D4840E593B6D6D0DA0240BF2BFC02176E4840;Saint-Gervais;10;2.9;34.9;3.3
;<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>2.350137410231289,48.861988361296255 2.350862561938975,48.861823290883841 2.35163383828709,48.861647714601141 2.351657266138376,48.861642473002995 2.352062823249221,48.861551735302847 2.352444093034385,48.86146642993485 2.352578071976165,48.861436453091429 2.353322136833682,48.86126997030847 2.353432334953689,48.861223954825313 2.353454193546226,48.861214827299328 2.354445726827816,48.86088206443462 2.355137359478226,48.860649941787756 2.356182526985402,48.860299155299742 2.356289010190943,48.860263415840855 2.356843640753584,48.860077260141672 2.356111541048126,48.859353710390415 2.355712665214857,48.85895948206403 2.355248880611252,48.858501091643753 2.354856193863162,48.858120484704592 2.354208927806613,48.857493114152149 2.35416177075071,48.857447405836311 2.353933072753229,48.857019652925807 2.353806041738443,48.856945033555739 2.353682404127857,48.856867981023917 2.353224226312804,48.856036240253118 2.353173099927366,48.855943427505707 2.353156531666169,48.855913154415141 2.352876478180063,48.855401442121114 2.352771371976762,48.855209389711113 2.352749433956856,48.855169303870269 2.352721071052442,48.855117502988456 2.352709073412825,48.855095382879156 2.352687902958318,48.855056857308938 2.352677847761455,48.855038559040267 2.352654944432533,48.854996558031544 2.352606674617314,48.854908349806621 2.352473184521662,48.854664396238817 2.350548640199328,48.855481806822723 2.350474107787808,48.85551193751968 2.350421638639645,48.855534513261702 2.349888441496701,48.855762184400909 2.349192659533994,48.855978532635959 2.348711217939907,48.856129298050625 2.348656842818126,48.856145312982605 2.348595523438629,48.856174097616886 2.348522344309729,48.856195506482472 2.34846156797464,48.856213313484901 2.346976745729226,48.856647805488691 2.346893211671411,48.856672182512227 2.346784059747064,48.856705009925768 2.346967686266578,48.857006435046358 2.346994284694286,48.857034390255535 2.34703407375136,48.857076208875739 2.347165037539821,48.857160644235712 2.347165872194761,48.857161182355512 2.347214024546106,48.857182671078377 2.347280498341246,48.857212335961719 2.347499740979293,48.857309206580581 2.347500061607445,48.857309348247 2.347546277723942,48.857346395174112 2.347755138794237,48.857718607502839 2.348189175889638,48.8584920880837 2.348201240556921,48.8585135876896 2.34832226040468,48.858731068104348 2.34877171944528,48.859538757007854 2.349055981227979,48.860049567939598 2.349310262864835,48.860506495849855 2.349347184387601,48.860572840730278 2.349435343929011,48.860729928859861 2.349708627812934,48.861219789970079 2.350137410231289,48.861988361296255</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>;52;357;996;75004;39119;14;0106000020E610000001000000010300000001000000470000006C65B0D714CD024068A676A2556E48407059E70791CE02407BA3C039506E48404AE1DC6625D002404971E9784A6E484082B84BAF31D002403B32F14C4A6E484053F13F5006D102400978C753476E48402E026A35CED1024006962F88446E48401865C37314D2024012CEB88C436E48405F3A758E9AD302403AC029183E6E4840D3CCFF54D4D30240D54028963C6E48401E52CFCADFD302405B0A97493C6E4840997527A4E7D50240D63A2C62316E4840CC5F844152D7024030A4FCC6296E4840B478863976D90240F86460481E6E4840F38D750DAED90240A97D921C1D6E4840E593B6D6D0DA0240BF2BFC02176E4840293DF40151D902405BE9684DFF6D48406BF7BEE17FD80240ED066262F26D4840D653A1B98CD702405918205DE36D48400D671BD8BED60240BDEA5CE4D66D4840860B877D6BD5024012EA9855C26D484027F136C452D50240B20D2BD6C06D48405095E3DCDAD402403DACEAD1B26D48408E26134398D40240B7CBF65FB06D4840CA32B77057D402405FBE99D9AD6D4840E158213967D30240FA097498926D4840AD1E106B4CD302407C2EE28D8F6D4840F8FF4EBB43D30240F136EF8F8E6D4840FD7C2AE7B0D20240436E61CB7D6D484089D70CCC79D202404B055480776D4840B937944B6ED202403C551030766D48401F3EC66C5FD202404BC9867D746D4840FF7B7A2259D202409A36F8C3736D4840D63407094ED20240642ECB80726D4840DF4571C348D20240CEF24BE7716D484027E268C13CD202401278F786706D484052A9BE7223D2024096BF05A36D6D48406CE60176DDD102405E7397A4656D4840D0810A72ECCD02403450876D806D4840EA58785EC5CD0240087E486A816D4840E0242EDCA9CD02407687A927826D48405DD0AB4F92CC0240E593819D896D4840399D658525CB0240F0DF5DB4906D4840DE66661B29CA02402F2314A5956D484097714B990CCA024026F16B2B966D4840799B2573ECC902403279E21C976D484061E23515C6C9024085A979D0976D484064E9F237A6C90240A2E8D965986D484049097BBE9BC60240CE61A2A2A66D484038AABAF26FC6024038A41F6FA76D48401C1A9BB836C60240ABF97F82A86D48401A458AFE96C602402A7E0963B26D4840774985F0A4C60240F0D88A4DB36D4840C2E0EACCB9C6024086A657ACB46D484098629476FEC602409134A370B76D484018E99AE6FEC602400ECF2675B76D4840C21A812518C70240627D6929B86D4840595077FF3AC7024078574222B96D48400DFFB6F1ADC702406269DE4EBC6D484018B2BF1CAEC7024052A30E50BC6D4840EE5DC557C6C70240E34ED486BD6D4840F718A1D833C802409B322CB9C96D484033231A6817C90240DD189911E36D4840E6F264BB1DC902403426F3C5E36D48405341672E5DC902409EC84EE6EA6D48401D4CC6D348CA0240227FB15D056E484064C7BEDCDDCA0240A89EAF1A166E4840054BD92D63CB0240D9D5AC13256E4840C9275F8976CB024095613740276E4840D4EEF1C1A4CB02401D92F7652C6E484048AF7C0934CC0240744B38733C6E48406C65B0D714CD024068A676A2556E4840;Saint-Merri;11;2.8;35.3;3.2
;<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>2.344574123706397,48.854046383909761 2.344683829573102,48.854009958067941 2.34476749313598,48.853983966750995 2.346800298854502,48.853332377682193 2.346853713351516,48.853316275857146 2.346927979438147,48.853290819446109 2.348451624366608,48.852609481086546 2.349241781219424,48.852289535553751 2.349363200287867,48.852238508256065 2.349622552174438,48.852136715147743 2.349855040845696,48.85205384093338 2.349734713190497,48.851905135972956 2.349626763389622,48.851771727116507 2.349301652335171,48.851369936406591 2.349269201845458,48.851329831840957 2.349245344210758,48.851284510679584 2.349205143446031,48.851206483980114 2.349006376326443,48.850820687954617 2.34879407844213,48.850408622470304 2.348777608399605,48.850376654181289 2.348760181066562,48.85034036887437 2.34875975500111,48.850339332686154 2.348747823588289,48.850302200846158 2.348992794819094,48.849967852545291 2.348936103144677,48.849797648407694 2.348983620298182,48.849725284318289 2.348906073540601,48.849555702512475 2.348772306358564,48.849263173188398 2.348503175423544,48.848608707342542 2.348473725026564,48.84853704078057 2.348518122635634,48.847806017755673 2.348515211319267,48.847534131968352 2.348517569318012,48.847494295093547 2.348486456908654,48.847455038807546 2.348600699441735,48.847214018028616 2.348633794683754,48.847167795288428 2.348679426094703,48.847129571655231 2.348850409547204,48.847012104489941 2.348969639495404,48.846608064707489 2.349042914129057,48.846359752408361 2.349073522086912,48.846154181309608 2.349135139094751,48.845698865726703 2.34909838908001,48.845311286815559 2.349148831733292,48.844995942694837 2.349225997602971,48.844513529616883 2.348933899579068,48.844491237037786 2.348079858448061,48.844426053217198 2.347593026323497,48.84454620899875 2.34721224420564,48.844640188564505 2.346620338853243,48.84478627152594 2.34555461511229,48.84504928354287 2.345184443184949,48.845154886564742 2.34507898092512,48.84521077245055 2.344539488954975,48.845496653095388 2.344473604300161,48.845532645806195 2.344374696880724,48.845585168093528 2.34425321104918,48.84564904679597 2.344132789202082,48.845712213980619 2.344011302845363,48.845776794937123 2.343930646443753,48.845816861536356 2.343902707968557,48.845830740129756 2.343777986645791,48.845886811306038 2.343651600554975,48.845934197180625 2.343608158089837,48.845943482084778 2.343542415481298,48.845955692731764 2.343475648480305,48.845969931884923 2.343392449044233,48.845987561784256 2.343313361146881,48.846004515241006 2.343226050214084,48.846023506466437 2.343150035780563,48.846040459558459 2.343075045935239,48.846058765052476 2.343009995198372,48.84607325860911 2.342952557300053,48.846104727215135 2.342913852942671,48.84612655232548 2.3428695076044,48.846154762173668 2.342818696053297,48.846188829820179 2.342759835136542,48.846228746700191 2.342681522736342,48.846285420437837 2.342681150128043,48.846285815595785 2.342647876144162,48.846323869428865 2.342618620639429,48.846363336897916 2.34259351658415,48.84640403364898 2.341599569554904,48.846663336937681 2.341949506961357,48.847100190066776 2.340819177733783,48.847341503834706 2.340819564894601,48.847342226724145 2.340906238627797,48.847480978851827 2.341027934201278,48.847677787100437 2.341453787062135,48.848366470653417 2.341711483345027,48.848789878927462 2.342633047232628,48.850303992168932 2.342659347498849,48.85035480330162 2.342786789116258,48.850622560643274 2.343150020968756,48.851385701307635 2.343364103505916,48.851834170047205 2.34380904886361,48.852766232393364 2.343976996381559,48.853127401933975 2.344117540995629,48.853429637570187 2.344265015684755,48.853746771924598 2.344574123706397,48.854046383909761</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>;82;340;914;75005;39120;15;0106000020E6100000010000000103000000010000006400000047EF0214B0C102406A145464516D4840E4CF7B98E9C10240192EC432506D48408AF19D7515C202407F40BC584F6D4840BC952E3C3FC60240A861CFFE396D484034BA5A3D5BC60240B9F9BC77396D48409B082E2D82C60240C1BF31A2386D484029245701A1C902405CC3B64E226D4840AADF65463FCB024094F6D0D2176D48405C4CFDEE7ECB024002ADC426166D484020449CE806CC0240E5A3DDD0126D48401F2FB6CC80CC0240BA9EAA19106D4840D86E9BB641CC02402E263D3A0B6D4840A084D41D09CC0240B9CF1FDB066D484020BF29AA5ECB0240FBD4A8B0F96C4840FD68BBA64DCB0240DCEE3C60F86C4840E1529D2441CB0240E77A0EE4F66C4840C790F5102CCB02403B6B8555F46C48402057E3DAC3CA02403DC33AB1E76C48404994BF8C54CA024089DF9230DA6C4840293A2DEA4BCA0240CA7E6724D96C4840969F1EC742CA02405A6405F4D76C48403C20EF8D42CA0240DB3154EBD76C48402EE7864C3CCA0240F02CD8B3D66C4840194D02BCBCCA0240ACAA20BFCB6C48405933FB029FCA02407B105A2BC66C4840B929A0ECB7CA02409D5D51CCC36C484078DC79448FCA0240F035C33DBE6C4840F47B8C2249CA02404B45D9A7B46C48405DF86708BCC902408B91CA359F6C4840FD08A497ACC9024070CC9BDC9C6C4840554496DEC3C902406ACE57E8846C4840C132D657C2C902401F8699FF7B6C48400F6B5294C3C90240977C6CB17A6C4840342C7C44B3C9024021411E68796C484047B8DB29EFC90240A5124A82716C4840AB93D38300CA02407E7E8BFE6F6C48401BEB5E7018CA0240EADDE6BD6E6C4840909C611572CA0240DB0C84E46A6C4840F86F2798B0CA024069392FA75D6C4840BEADE802D7CA02404E9F3084556C4840411A0A0FE7CA0240990CBCC74E6C4840F55E225D07CB0240BE4745DC3F6C4840BA7AA118F4CA024000E80529336C48404AD9ED8A0ECB02404290B9D3286C48401EF1F4FF36CB0240F55DF304196C4840444339DB9DCA0240FE6AF249186C48402472C317DEC80240A73A2527166C4840460443DADEC7024022CE15171A6C484068128D3617C70240CB62712B1D6C484061065CE2E0C502402728E0F4216C4840FC1C5723B2C3024095292E932A6C4840E389B40FF0C20240D2EC0A092E6C484018E2CCC4B8C2024075F3D8DD2F6C4840F8EF69EB9DC1024009F6FC3B396C48407D6F86607BC102400FB8EA693A6C48408761658547C10240E17881223C6C484065FED7D307C10240EEF05B3A3E6C484068D518B1C8C00240F06F3E4C406C4840C86679FF88C002403EFCFC69426C4840628BF4B55EC002401D5A17BA436C4840A9D81D1050C002408667832E446C4840C2D34DAC0EC00240AD56DF04466C484039D00C69CCBF0240BABA5F92476C4840C3134DA2B5BF0240C4E842E0476C4840873F7A2A93BF0240F012B146486C4840FB8F292970BF02402C6C23BE486C4840E5B4528A44BF0240D4570752496C4840DC3E53131BBF02403E9D3EE0496C48401D70A64CEDBE0240D6F58D7F4A6C4840D5632A72C5BE0240BD72C40D4B6C4840A4EC32219EBE0240803253A74B6C484001A03C067CBE024086DFE7204C6C484063770DE95DBE0240A430E2284D6C48407EDF3D9E49BE0240F141F7DF4D6C4840F4A64F5E32BE0240FE719BCC4E6C4840DA0C80BA17BE0240BA2863EA4F6C4840B35952DEF8BD024096013C39516C4840C1C468CFCFBD02405AEEA514536C48407D0B669DCFBD0240BB86F617536C48400DAA702BBEBD0240B5822E57546C4840022DD5D4AEBD0240474142A2556C48408C676CABA1BD0240C8DCA5F7566C484025871C8E98BB02404E6FD7765F6C48404142EA0550BC0240D7626EC76D6C4840CBBAB167FFB90240BBC1B7AF756C48405D79A89BFFB902406726C8B5756C48402545CF0C2DBA02404913B8417A6C4840DF5583DA6CBA02402E92AAB4806C4840BE37841F4CBB02405C3DC345976C48408913ED3AD3BB0240AA959125A56C4840C8242365B6BD02400C03DFC2D66C4840F968192FC4BD0240A7161B6DD86C48409B0A060007BE0240F0993733E16C4840CD752D70C5BE0240FCB2E734FA6C4840176DD9AD35BF0240E9FBEEE6086D48402B8167F51EC002409EA1A371276D4840E647F00277C002405E505947336D4840077384B2C0C002408A66AF2E3D6D4840012F3C040EC10240A93D0093476D484047EF0214B0C102406A145464516D4840;La Sorbonne;11;2.7;33.7;2.9
;<MultiGeometry><Polygon><outerBoundaryIs><LinearRing><coordinates>2.349855040845696,48.85205384093338 2.34988803950064,48.852042077987221 2.34996093168162,48.852017699961891 2.35002427011733,48.851997468066777 2.350204572573696,48.851944553958084 2.351582405087031,48.851591696864361 2.352496970986992,48.851387266057102 2.353166832124389,48.85129715940112 2.35368734722304,48.851218127000905 2.355329047379561,48.850731911414755 2.355492946921526,48.850683417682653 2.355580697010978,48.850655248654498 2.355629887539394,48.850639415612775 2.357978902311217,48.849882280516852 2.358037897227375,48.849863291986487 2.358129597157549,48.849836472694548 2.358148453475219,48.849829888995018 2.358231366517163,48.849800939777545 2.358311210353894,48.849775202726484 2.358526472603345,48.849705829239163 2.358854317337068,48.849591531883526 2.359156172040906,48.849476571232643 2.359332187318746,48.849400819286863 2.359550307817022,48.849302489180673 2.359674335778255,48.849241117553582 2.359797837157174,48.849178878443212 2.360779383675244,48.848629940494256 2.360780424692064,48.848629315922061 2.361496136237397,48.84822907775613 2.361873043058905,48.847989521909803 2.362474836868859,48.847619705191882 2.361197802339273,48.846971062256642 2.361166319823481,48.846955151747665 2.361116165812999,48.846929622927867 2.361075960854422,48.846909127931497 2.360952311625046,48.846846325713983 2.35831158158558,48.845505012579423 2.357737703873363,48.845211773526891 2.356948113104405,48.844812571078037 2.354899242765419,48.843776644886901 2.354898236973243,48.843642026450524 2.354228735791728,48.843657773187402 2.353682120812935,48.843670626709226 2.352737947096191,48.843691528257729 2.35228395258145,48.84379337117231 2.351549170959747,48.84395819731359 2.349605559839512,48.84439415990532 2.349225997602971,48.844513529616883 2.349148831733292,48.844995942694837 2.34909838908001,48.845311286815559 2.349135139094751,48.845698865726703 2.349073522086912,48.846154181309608 2.349042914129057,48.846359752408361 2.348969639495404,48.846608064707489 2.348850409547204,48.847012104489941 2.348679426094703,48.847129571655231 2.348633794683754,48.847167795288428 2.348600699441735,48.847214018028616 2.348486456908654,48.847455038807546 2.348517569318012,48.847494295093547 2.348515211319267,48.847534131968352 2.348518122635634,48.847806017755673 2.348473725026564,48.84853704078057 2.348503175423544,48.848608707342542 2.348772306358564,48.849263173188398 2.348906073540601,48.849555702512475 2.348983620298182,48.849725284318289 2.348936103144677,48.849797648407694 2.348992794819094,48.849967852545291 2.348747823588289,48.850302200846158 2.34875975500111,48.850339332686154 2.348760181066562,48.85034036887437 2.348777608399605,48.850376654181289 2.34879407844213,48.850408622470304 2.349006376326443,48.850820687954617 2.349205143446031,48.851206483980114 2.349245344210758,48.851284510679584 2.349269201845458,48.851329831840957 2.349301652335171,48.851369936406591 2.349626763389622,48.851771727116507 2.349734713190497,48.851905135972956 2.349855040845696,48.85205384093338</coordinates></LinearRing></outerBoundaryIs></Polygon></MultiGeometry>;74;330;875;75005;39121;16;0106000020E610000001000000010300000001000000520000001F2FB6CC80CC0240BA9EAA19106D48409E55B71992CC0240B0E2FDB60F6D48401B9A2351B8CC024088797EEA0E6D48407FAE4786D9CC024091CFC6400E6D4840D2E8100E38CD0240ADA0E6840C6D484024959D6F0AD00240EEC9EBF4006D484023A092EEE9D102401AF90742FA6C4840A40CD02149D302401B67294EF76C4840D8A72A085AD402409A9D30B7F46C48402B836EC1B6D70240509884C8E46C484098E4A7AF0CD802402719B931E36C48401E0246B13AD8024027926C45E26C4840E1B1837B54D802406A5F9BC0E16C484060ADF00A24DD024088224CF1C86C4840BD8F1AF942DD024091930252C86C4840AE2BDC0C73DD0240E6950871C76C4840F54FB6EF7CDD0240CE32CE39C76C4840A8BD1C68A8DD0240313AF646C66C4840CB149244D2DD0240BD54106FC56C484022A7942043DE0240C1E61D29C36C4840CCED2703EFDE0240FB32526ABF6C4840F29368458DDF0240CA14F6A5BB6C48402879C78DE9DF02402F04822AB96C48400BBA6AE95BE00240A0B8A7F1B56C484069062BF09CE00240D327D5EEB36C4840C0173EB0DDE002400CAFBBE4B16C484050A62F4DE0E20240256AE8E79F6C48401AB7E8D8E0E20240F327ABE29F6C4840EB28161658E402404A3D3AC5926C48409BEFA9B11DE5024005FAAFEB8A6C484028CC0F3559E60240459F70CD7E6C4840577963ACBBE302407C863A8C696C4840DE77E02AABE30240ACF7C206696C48403BCA51DF90E30240913E9C30686C4840A2EE19CB7BE302402893AF84676C4840EAC22EF73AE30240F4D6DC75656C48403B816576D2DD0240FCD01C82396C48403375D595A5DC0240FFBE3EE62F6C4840F737C19C07DB0240D2037ED1226C4840CF6B086AD5D602407C7583DF006C484044AA09E3D4D602406E914076FC6B48402D3B1CE075D50240946D58FAFC6B48406392B04A57D40240EE272B66FD6B4840C7B0D64568D20240BDE38015FE6B48408BF1B93F7AD1024022E2D26B016C48400AAA0103F9CF024095537CD2066C48407515F0FFFDCB024006DD9A1B156C48401EF1F4FF36CB0240F55DF304196C48404AD9ED8A0ECB02404290B9D3286C4840BA7AA118F4CA024000E80529336C4840F55E225D07CB0240BE4745DC3F6C4840411A0A0FE7CA0240990CBCC74E6C4840BEADE802D7CA02404E9F3084556C4840F86F2798B0CA024069392FA75D6C4840909C611572CA0240DB0C84E46A6C48401BEB5E7018CA0240EADDE6BD6E6C4840AB93D38300CA02407E7E8BFE6F6C484047B8DB29EFC90240A5124A82716C4840342C7C44B3C9024021411E68796C48400F6B5294C3C90240977C6CB17A6C4840C132D657C2C902401F8699FF7B6C4840554496DEC3C902406ACE57E8846C4840FD08A497ACC9024070CC9BDC9C6C48405DF86708BCC902408B91CA359F6C4840F47B8C2249CA02404B45D9A7B46C484078DC79448FCA0240F035C33DBE6C4840B929A0ECB7CA02409D5D51CCC36C48405933FB029FCA02407B105A2BC66C4840194D02BCBCCA0240ACAA20BFCB6C48402EE7864C3CCA0240F02CD8B3D66C48403C20EF8D42CA0240DB3154EBD76C4840969F1EC742CA02405A6405F4D76C4840293A2DEA4BCA0240CA7E6724D96C48404994BF8C54CA024089DF9230DA6C48402057E3DAC3CA02403DC33AB1E76C4840C790F5102CCB02403B6B8555F46C4840E1529D2441CB0240E77A0EE4F66C4840FD68BBA64DCB0240DCEE3C60F86C484020BF29AA5ECB0240FBD4A8B0F96C4840A084D41D09CC0240B9CF1FDB066D4840D86E9BB641CC02402E263D3A0B6D48401F2FB6CC80CC0240BA9EAA19106D4840;Saint-Victor;12;2.7;32.7;2.8
